PINCODE,CITY
424304,dhule
425405,dhule
424309,dhule
425421,dhule
425427,dhule
325602,dhule
712616,dhule
424307,dhule
425406,dhule
425403,dhule
424006,dhule
424310,dhule
424302,dhule
425404,dhule
424303,dhule
424308,dhule
424005,dhule
424004,dhule
424001,dhule
454116,dhule
422004,dindori
481880,dindori
481882,dindori
481884,dindori
481885,dindori
481778,dindori
481990,dindori
481883,dindori
481879,dindori
495115,dindori
422202,dindori
421201,dombivali
421203,dombivali
673504,erode
638311,erode
638501,erode
638504,erode
638312,erode
638116,erode
638107,erode
638314,erode
638052,erode
638315,erode
638057,erode
638751,erode
638115,erode
638151,erode
638104,erode
638154,erode
638109,erode
638009,erode
638112,erode
638502,erode
638503,erode
638110,erode
638476,erode
638505,erode
638453,erode
638454,erode
638455,erode
638456,erode
638458,erode
638506,erode
638055,erode
638462,erode
638401,erode
638461,erode
638011,erode
638001,erode
638005,erode
638054,erode
638451,erode
638460,erode
638301,erode
638056,erode
638101,erode
638051,erode
638002,erode
638153,erode
638152,erode
638004,erode
638402,erode
638053,erode
638060,erode
638316,erode
638313,erode
638457,erode
638102,erode
638003,erode
638012,erode
638103,erode
638452,erode
638108,erode
121003,faridabad
121004,faridabad
121101,faridabad
121006,faridabad
121010,faridabad
121009,faridabad
121014,faridabad
121001,faridabad
121007,faridabad
121005,faridabad
121008,faridabad
121015,faridabad
121999,faridabad
121002,faridabad
121012,faridabad
121013,faridabad
121102,faridabad
370201,gandhidham
201009,ghaziabad
201015,ghaziabad
201010,ghaziabad
201002,ghaziabad
201102,ghaziabad
201206,ghaziabad
245304,ghaziabad
201201,ghaziabad
201204,ghaziabad
201001,ghaziabad
201006,ghaziabad
201005,ghaziabad
201103,ghaziabad
201004,ghaziabad
201007,ghaziabad
201014,ghaziabad
201019,ghaziabad
201013,ghaziabad
201018,ghaziabad
201017,ghaziabad
201016,ghaziabad
201011,ghaziabad
201020,ghaziabad
201012,ghaziabad
201021,ghaziabad
506145,goa
506144,goa
506221,goa
506301,goa
506143,goa
506175,goa
506201,goa
506244,goa
506303,goa
805113,goa
843360,goa
506222,goa
785104,goa
783123,goa
783124,goa
783101,goa
783126,goa
783129,goa
783125,goa
783130,goa
822119,goa
814110,goa
174029,goa
421303,goa
403702,goa
403708,goa
403710,goa
403703,goa
403728,goa
403718,goa
403713,goa
403705,goa
403704,goa
403508,goa
403503,goa
403101,goa
403513,goa
403507,goa
403404,goa
403004,goa
403530,goa
403512,goa
403511,goa
403505,goa
403406,goa
403506,goa
327001,goa
793126,goa
742187,goa
743383,goa
243303,goa
733210,goa
403731,goa
403715,goa
403601,goa
403729,goa
403724,goa
403720,goa
403802,goa
403509,goa
403115,goa
403206,goa
403105,goa
403510,goa
403203,goa
403106,goa
403103,goa
783120,goa
783133,goa
783134,goa
506318,goa
506316,goa
783122,goa
783132,goa
506302,goa
854303,goa
504102,goa
506223,goa
506252,goa
506367,goa
493770,goa
442605,goa
481551,goa
403709,goa
403723,goa
403504,goa
403110,goa
403108,goa
403517,goa
403401,goa
403006,goa
799285,goa
742304,goa
741103,goa
221718,goa
262201,goa
743368,goa
734201,goa
403001,goa
403801,goa
403701,goa
403712,goa
403711,goa
403725,goa
403524,goa
403516,goa
403102,goa
403107,goa
403114,goa
403521,goa
403522,goa
711109,goa
506167,goa
494665,goa
787057,goa
506224,goa
785703,goa
784510,goa
441207,goa
442606,goa
441209,goa
481663,goa
403714,goa
403707,goa
403515,goa
403104,goa
403527,goa
403502,goa
480108,goa
327021,goa
743245,goa
209504,goa
243403,goa
733207,goa
403410,goa
403706,goa
403602,goa
403721,goa
403002,goa
403204,goa
403526,goa
403402,goa
506146,goa
508258,goa
504103,goa
503125,goa
816101,goa
176049,goa
481001,goa
441206,goa
477001,goa
305802,goa
327022,goa
732126,goa
733208,goa
403716,goa
403806,goa
403717,goa
403804,goa
403722,goa
403409,goa
403529,goa
403523,goa
403403,goa
403005,goa
721456,goa
721128,goa
503219,goa
805130,goa
481335,goa
477660,goa
743427,goa
731238,goa
741165,goa
271855,goa
272178,goa
403803,goa
403719,goa
403726,goa
403201,goa
403202,goa
403109,goa
403501,goa
403525,goa
313321,goa
601201,gummidipundi
122101,gurugram
122102,gurugram
122413,gurugram
122506,gurugram
122504,gurugram
122502,gurugram
122414,gurugram
122004,gurugram
122503,gurugram
122006,gurugram
122103,gurugram
122008,gurugram
122001,gurugram
122016,gurugram
122018,gurugram
122003,gurugram
122005,gurugram
122505,gurugram
122052,gurugram
122007,gurugram
122051,gurugram
122012,gurugram
122015,gurugram
122017,gurugram
122009,gurugram
242221,gurugram
122010,gurugram
122002,gurugram
122011,gurugram
122098,gurugram
174303,halol
247554,halol
176323,halol
207249,halol
389350,halol
247667,haridwar
247661,haridwar
249404,haridwar
247663,haridwar
247671,haridwar
247662,haridwar
249407,haridwar
249401,haridwar
247668,haridwar
247665,haridwar
249410,haridwar
249403,haridwar
247670,haridwar
247664,haridwar
247656,haridwar
247666,haridwar
247658,haridwar
249408,haridwar
249405,haridwar
612802,haridwar
249411,haridwar
249412,haridwar
474003,hazira
781360,hazira
756037,hazira
416115,ichalkaranji
416116,ichalkaranji
416121,ichalkaranji
452016,indore
453001,indore
453115,indore
453220,indore
452020,indore
453771,indore
453552,indore
453441,indore
453331,indore
453551,indore
452013,indore
452001,indore
453555,indore
452010,indore
452003,indore
453111,indore
453661,indore
452005,indore
452006,indore
452007,indore
452009,indore
452011,indore
453112,indore
452014,indore
452999,indore
393120,indore
452012,indore
453556,indore
453446,indore
452015,indore
452018,indore
452002,indore
822123,jaipur
431542,jaipur
476332,jaipur
302038,jaipur
302026,jaipur
302027,jaipur
303305,jaipur
303301,jaipur
303012,jaipur
303604,jaipur
303328,jaipur
303602,jaipur
303007,jaipur
303901,jaipur
303904,jaipur
303008,jaipur
303124,jaipur
303006,jaipur
303009,jaipur
303005,jaipur
303603,jaipur
303903,jaipur
302029,jaipur
303905,jaipur
303103,jaipur
303002,jaipur
303601,jaipur
303001,jaipur
303119,jaipur
303702,jaipur
303804,jaipur
303120,jaipur
303712,jaipur
303701,jaipur
303704,jaipur
303109,jaipur
303801,jaipur
303108,jaipur
303003,jaipur
303105,jaipur
303107,jaipur
303110,jaipur
303806,jaipur
230129,jaipur
221406,jaipur
302001,jaipur
302049,jaipur
302031,jaipur
302016,jaipur
302037,jaipur
302006,jaipur
302034,jaipur
302020,jaipur
302046,jaipur
302044,jaipur
302047,jaipur
303706,jaipur
303908,jaipur
303122,jaipur
303803,jaipur
303805,jaipur
841508,jaipur
494776,jaipur
757085,jaipur
302012,jaipur
302041,jaipur
302017,jaipur
303348,jaipur
303338,jaipur
302022,jaipur
303104,jaipur
303106,jaipur
303807,jaipur
303102,jaipur
263640,jaipur
302002,jaipur
302005,jaipur
302004,jaipur
302013,jaipur
303123,jaipur
303121,jaipur
504216,jaipur
473111,jaipur
231303,jaipur
506325,jaipur
431501,jaipur
444507,jaipur
302028,jaipur
756163,jaipur
754133,jaipur
261208,jaipur
302015,jaipur
302019,jaipur
813106,jaipur
804429,jaipur
833102,jaipur
792103,jaipur
312022,jaipur
754204,jaipur
302003,jaipur
302039,jaipur
302042,jaipur
302048,jaipur
303329,jaipur
821301,jaipur
835227,jaipur
443103,jaipur
415511,jaipur
756043,jaipur
495690,jaipur
302018,jaipur
302033,jaipur
302021,jaipur
723201,jaipur
585326,jalgaon
443402,jalgaon
424109,jalgaon
425107,jalgaon
424119,jalgaon
425303,jalgaon
425310,jalgaon
425307,jalgaon
425503,jalgaon
425507,jalgaon
425504,jalgaon
425311,jalgaon
425327,jalgaon
425306,jalgaon
425508,jalgaon
425302,jalgaon
425502,jalgaon
425308,jalgaon
425305,jalgaon
425301,jalgaon
425524,jalgaon
425108,jalgaon
425114,jalgaon
424208,jalgaon
424206,jalgaon
424204,jalgaon
424105,jalgaon
425109,jalgaon
424108,jalgaon
424103,jalgaon
425110,jalgaon
424107,jalgaon
424106,jalgaon
424104,jalgaon
424201,jalgaon
425111,jalgaon
424102,jalgaon
424203,jalgaon
424202,jalgaon
425401,jalgaon
425102,jalgaon
425105,jalgaon
425002,jalgaon
425116,jalgaon
425115,jalgaon
425103,jalgaon
425104,jalgaon
425201,jalgaon
425203,jalgaon
425003,jalgaon
425001,jalgaon
783386,jalgaon
442201,jalgaon
424207,jalgaon
425304,jalgaon
425309,jalgaon
424205,jalgaon
425113,jalgaon
425112,jalgaon
425420,jalgaon
425402,jalgaon
425505,jalgaon
425506,jalgaon
425004,jalgaon
423401,jalgaon
423202,jalgaon
423104,jalgaon
425501,jalgaon
424101,jalgaon
415010,jalgaon
425314,jalgaon
425101,jalgaon
415712,jalgaon
431507,jalna
431504,jalna
431502,jalna
431204,jalna
431114,jalna
431209,jalna
431206,jalna
431213,jalna
431211,jalna
431207,jalna
431214,jalna
431203,jalna
431205,jalna
263625,jalna
431212,jalna
431503,jalna
470673,jalna
636201,jalna
713103,jalna
360490,jamnagar
363655,jamnagar
361230,jamnagar
361240,jamnagar
361012,jamnagar
360520,jamnagar
361210,jamnagar
361120,jamnagar
361011,jamnagar
360530,jamnagar
361130,jamnagar
361250,jamnagar
361160,jamnagar
361280,jamnagar
361013,jamnagar
360540,jamnagar
361006,jamnagar
361170,jamnagar
361220,jamnagar
360531,jamnagar
361009,jamnagar
361007,jamnagar
361001,jamnagar
361008,jamnagar
361142,jamnagar
361150,jamnagar
361004,jamnagar
360480,jamnagar
361110,jamnagar
361140,jamnagar
361162,jamnagar
361010,jamnagar
360405,jamnagar
360110,jamnagar
361005,jamnagar
361345,jamnagar
460330,jamnagar
361003,jamnagar
361002,jamnagar
412303,jejuri
182202,jodhpur
333055,jodhpur
342314,jodhpur
342311,jodhpur
342023,jodhpur
342027,jodhpur
342307,jodhpur
342605,jodhpur
342602,jodhpur
342312,jodhpur
342801,jodhpur
342308,jodhpur
342302,jodhpur
342802,jodhpur
342304,jodhpur
342305,jodhpur
342303,jodhpur
342014,jodhpur
342301,jodhpur
342606,jodhpur
342601,jodhpur
342013,jodhpur
342025,jodhpur
342021,jodhpur
342022,jodhpur
342028,jodhpur
342306,jodhpur
151509,jodhpur
152117,jodhpur
313038,jodhpur
342012,jodhpur
342604,jodhpur
342011,jodhpur
342008,jodhpur
342030,jodhpur
342001,jodhpur
388265,jodhpur
486338,jodhpur
345021,jodhpur
342901,jodhpur
342037,jodhpur
342029,jodhpur
342309,jodhpur
342015,jodhpur
342024,jodhpur
342003,jodhpur
342005,jodhpur
125076,jodhpur
464331,jodhpur
342007,jodhpur
342006,jodhpur
700068,jodhpur
484001,jodhpur
148103,jodhpur
342032,jodhpur
342016,jodhpur
342017,jodhpur
304022,jodhpur
342026,jodhpur
342002,jodhpur
524315,kagal
581351,kagal
587205,kagal
416236,kagal
571117,kagal
457779,kagal
416216,kagal
585301,kalaburagi
585302,kalaburagi
585303,kalaburagi
585305,kalaburagi
585306,kalaburagi
585307,kalaburagi
585308,kalaburagi
585103,kalaburagi
585105,kalaburagi
585104,kalaburagi
585212,kalaburagi
585265,kalaburagi
585310,kalaburagi
585311,kalaburagi
585312,kalaburagi
585313,kalaburagi
585314,kalaburagi
585316,kalaburagi
585217,kalaburagi
585236,kalaburagi
585322,kalaburagi
585228,kalaburagi
585213,kalaburagi
585325,kalaburagi
585211,kalaburagi
585214,kalaburagi
585210,kalaburagi
585317,kalaburagi
585318,kalaburagi
585320,kalaburagi
585222,kalaburagi
585225,kalaburagi
585106,kalaburagi
585324,kalaburagi
585309,kalaburagi
585218,kalaburagi
585292,kalaburagi
585101,kalaburagi
585107,kalaburagi
585367,kalaburagi
585229,kalaburagi
503120,karad
587125,karad
584122,karad
571422,karad
679339,karad
458895,karad
759119,karad
761143,karad
306001,karad
637002,karad
643237,karad
762010,karad
335062,karad
571253,karad
132107,karad
458441,karad
673632,karad
671542,karad
635002,karad
752085,karad
761117,karad
628552,karad
625706,karad
415110,karad
415539,karad
431718,karad
832303,karad
591103,karad
591263,karad
580024,karad
581126,karad
496330,karad
413517,karad
571432,karad
572114,karad
765015,karad
762024,karad
637019,karad
345001,karad
761106,karad
761008,karad
415124,karad
389320,karad
457118,karad
416209,karad
761213,karad
636602,karad
635206,karad
752056,karad
758080,karad
758019,karad
306126,karad
332710,karad
314024,karad
621802,karad
761144,karad
535568,karad
583216,karad
581201,karad
571212,karad
465661,karad
456006,karad
685531,karad
673593,karad
761151,karad
623705,karad
335051,karad
759132,karad
231309,karad
606207,karad
605766,karad
361347,karad
415205,karad
581302,karwar
323616,karwar
321407,karwar
415523,karwar
581301,karwar
461001,karwar
321411,karwar
325215,karwar
843118,karwar
311030,karwar
284204,karwar
210206,karwar
821108,karwar
481771,karwar
325204,karwar
224122,karwar
251306,karwar
581308,karwar
585416,khed
585330,khed
585227,khed
586207,khed
586217,khed
491229,khed
182128,khed
388225,khed
388235,khed
388245,khed
394370,khed
387510,khed
387610,khed
387635,khed
387320,khed
387110,khed
387120,khed
387620,khed
387630,khed
387640,khed
387130,khed
387335,khed
387530,khed
387540,khed
387350,khed
387560,khed
387710,khed
387430,khed
387365,khed
387330,khed
387355,khed
388180,khed
391165,khed
383255,khed
125121,khed
415709,khed
415409,khed
444503,khed
444404,khed
443201,khed
443102,khed
443203,khed
422007,khed
480994,khed
464993,khed
488442,khed
460663,khed
460661,khed
461661,khed
461221,khed
461111,khed
461441,khed
461668,khed
487225,khed
487118,khed
470661,khed
470051,khed
464551,khed
464881,khed
464990,khed
464573,khed
464651,khed
464986,khed
464661,khed
464228,khed
483220,khed
483332,khed
450991,khed
450116,khed
450221,khed
451114,khed
451331,khed
451335,khed
451447,khed
458778,khed
458880,khed
458330,khed
458664,khed
457990,khed
457775,khed
457226,khed
465689,khed
441304,khed
442101,khed
445302,khed
445206,khed
412205,khed
413213,khed
425409,khed
465687,khed
465667,khed
466665,khed
466116,khed
466111,khed
466115,khed
466114,khed
465441,khed
456441,khed
456443,khed
456335,khed
473331,khed
473101,khed
473249,khed
473115,khed
473287,khed
473774,khed
473880,khed
473995,khed
475220,khed
311601,khed
311602,khed
312604,khed
326033,khed
326039,khed
326037,khed
326034,khed
325217,khed
799131,khed
301035,khed
321028,khed
322203,khed
322241,khed
585414,khed
460449,khed
487337,khed
441102,khed
422210,khed
413626,khed
382424,khed
388239,khed
387305,khed
387230,khed
387370,khed
389140,khed
322234,khed
387411,khed
585417,khed
370670,khed
388230,khed
388250,khed
394635,khed
387520,khed
387550,khed
387650,khed
387570,khed
387115,khed
388440,khed
387345,khed
387002,khed
387360,khed
389160,khed
422305,khed
431750,khed
431805,khed
413521,khed
413608,khed
441108,khed
441901,khed
441106,khed
